STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,STCOU,Square Miles,PPM2,Lon,Lat,State Pop,Infected,IPCT,Total Miles,StatePPM2,#VALUE!,IPCT3,219.9047651
1,65,Alabama,Hale County,11,0,14726,1065,656.52,22.43039054,32.752796,-87.623061,4779736,2838,0.000593757,52422.94,91.17642009,0.0002945,0.000444128,
1,67,Alabama,Henry County,11,0,17209,1067,568.38,30.27727928,31.516978,-85.239971,4779736,2838,0.000593757,52422.94,91.17642009,0.000342157,0.000467957,
1,69,Alabama,Houston County,11,0,104722,1069,581.71,180.0244108,31.158193,-85.296398,4779736,2838,0.000593757,52422.94,91.17642009,0.00083432,0.000714039,
1,71,Alabama,Jackson County,11,0,51736,1071,1126.82,45.91327807,34.763522,-85.9774,4779736,2838,0.000593757,52422.94,91.17642009,0.000421344,0.00050755,
1,73,Alabama,Jefferson County,11,0,659300,1073,1123.87,586.6336854,33.553444,-86.896536,4779736,2838,0.000593757,52422.94,91.17642009,0.001506089,0.001049923,
1,75,Alabama,Lamar County,11,0,13844,1075,605.51,22.86337137,33.787085,-88.087431,4779736,2838,0.000593757,52422.94,91.17642009,0.000297329,0.000445543,
1,77,Alabama,Lauderdale County,11,0,92387,1077,718.84,128.5223416,34.904122,-87.650997,4779736,2838,0.000593757,52422.94,91.17642009,0.000704947,0.000649352,
1,79,Alabama,Lawrence County,11,0,32957,1079,718.13,45.89280492,34.529776,-87.321865,4779736,2838,0.000593757,52422.94,91.17642009,0.00042125,0.000507503,
1,81,Alabama,Lee County,11,0,163941,1081,615.61,266.3065902,32.604064,-85.353048,4779736,2838,0.000593757,52422.94,91.17642009,0.001014748,0.000804252,
1,83,Alabama,Limestone County,11,0,96174,1083,607.12,158.410199,34.810239,-86.9814,4779736,2838,0.000593757,52422.94,91.17642009,0.000782634,0.000688195,
1,85,Alabama,Lowndes County,11,0,9974,1085,725.09,13.7555338,32.147888,-86.650586,4779736,2838,0.000593757,52422.94,91.17642009,0.000230625,0.000412191,
1,87,Alabama,Macon County,11,0,18439,1087,613.29,30.06571116,32.387027,-85.692887,4779736,2838,0.000593757,52422.94,91.17642009,0.00034096,0.000467358,
1,89,Alabama,Madison County,11,0,366519,1089,812.89,450.8838834,34.764238,-86.55108,4779736,2838,0.000593757,52422.94,91.17642009,0.001320382,0.000957069,
1,91,Alabama,Marengo County,11,0,19066,1091,982.92,19.39730599,32.247591,-87.791091,4779736,2838,0.000593757,52422.94,91.17642009,0.000273866,0.000433811,
1,93,Alabama,Marion County,11,0,29763,1093,743.62,40.02447487,34.138219,-87.881551,4779736,2838,0.000593757,52422.94,91.17642009,0.000393396,0.000493576,
1,95,Alabama,Marshall County,11,0,96109,1095,623.21,154.2160748,34.309564,-86.321668,4779736,2838,0.000593757,52422.94,91.17642009,0.000772204,0.00068298,
1,97,Alabama,Mobile County,11,0,413757,1097,1644.14,251.6555768,30.684573,-88.196568,4779736,2838,0.000593757,52422.94,91.17642009,0.00098644,0.000790098,
1,99,Alabama,Monroe County,11,0,21067,1099,1034.62,20.3620653,31.580332,-87.383266,4779736,2838,0.000593757,52422.94,91.17642009,0.000280594,0.000437175,
1,101,Alabama,Montgomery County,11,0,225763,1101,799.81,282.2707893,32.203651,-86.203831,4779736,2838,0.000593757,52422.94,91.17642009,0.001044721,0.000819239,
1,103,Alabama,Morgan County,11,0,119089,1103,599.09,198.7831545,34.454484,-86.846402,4779736,2838,0.000593757,52422.94,91.17642009,0.000876712,0.000735234,
1,105,Alabama,Perry County,11,0,9140,1105,724.13,12.622043,32.639005,-87.293827,4779736,2838,0.000593757,52422.94,91.17642009,0.000220918,0.000407338,
1,107,Alabama,Pickens County,11,0,19938,1107,890.1,22.39973037,33.296809,-88.096878,4779736,2838,0.000593757,52422.94,91.17642009,0.000294299,0.000444028,
1,109,Alabama,Pike County,11,0,33338,1109,672.15,49.59904783,31.798726,-85.941997,4779736,2838,0.000593757,52422.94,91.17642009,0.000437929,0.000515843,
1,111,Alabama,Randolph County,11,0,22725,1111,584.15,38.90267911,33.296475,-85.464068,4779736,2838,0.000593757,52422.94,91.17642009,0.000387844,0.0004908,
1,113,Alabama,Russell County,11,0,57781,1113,647.44,89.24533548,32.289811,-85.18698,4779736,2838,0.000593757,52422.94,91.17642009,0.000587435,0.000590596,
1,115,Alabama,St. Clair County,11,0,88690,1115,653.66,135.6821589,33.712963,-86.315663,4779736,2838,0.000593757,52422.94,91.17642009,0.000724317,0.000659037,
1,117,Alabama,Shelby County,11,0,215707,1117,809.6,266.4365119,33.262937,-86.678104,4779736,2838,0.000593757,52422.94,91.17642009,0.001014995,0.000804376,
1,119,Alabama,Sumter County,11,0,12691,1119,913.35,13.89500192,32.597481,-88.200057,4779736,2838,0.000593757,52422.94,91.17642009,0.000231791,0.000412774,
1,121,Alabama,Talladega County,11,0,79828,1121,760.32,104.9926347,33.369277,-86.175805,4779736,2838,0.000593757,52422.94,91.17642009,0.000637157,0.000615457,
1,123,Alabama,Tallapoosa County,11,0,40497,1123,766.3,52.84744878,32.863369,-85.799553,4779736,2838,0.000593757,52422.94,91.17642009,0.000452042,0.0005229,
1,125,Alabama,Tuscaloosa County,11,0,208911,1125,1352.03,154.5165418,33.290202,-87.52286,4779736,2838,0.000593757,52422.94,91.17642009,0.000772956,0.000683356,
1,127,Alabama,Walker County,11,0,63711,1127,805.36,79.10872157,33.791571,-87.301092,4779736,2838,0.000593757,52422.94,91.17642009,0.000553069,0.000573413,
1,129,Alabama,Washington County,11,0,16378,1129,1088.62,15.04473554,31.406974,-88.202078,4779736,2838,0.000593757,52422.94,91.17642009,0.00024119,0.000417473,
1,131,Alabama,Wilcox County,11,0,10627,1131,907.54,11.70967671,31.99033,-87.302205,4779736,2838,0.000593757,52422.94,91.17642009,0.000212784,0.00040327,
1,133,Alabama,Winston County,11,0,23660,1133,631.9,37.44263333,34.155888,-87.364147,4779736,2838,0.000593757,52422.94,91.17642009,0.000380496,0.000487126,
2,13,Alaska,Aleutians East Borough,11,0,3515,2013,15011.77,0.234149604,55.243722,-161.95074,710231,235,0.000330878,662925.08,1.071359376,0.000154685,0.000242781,
2,16,Alaska,Aleutians West Census Area,11,0,5723,2016,14114.7,0.405463807,51.959447,-178.33881,710231,235,0.000330878,662925.08,1.071359376,0.000203553,0.000267215,
2,20,Alaska,Anchorage Municipality,11,0,291538,2020,1961.51,148.6293723,61.177549,-149.27435,710231,235,0.000330878,662925.08,1.071359376,0.003897202,0.00211404,
2,50,Alaska,Bethel Census Area,11,0,18216,2050,45954.59,0.396391307,60.928916,-160.15335,710231,235,0.000330878,662925.08,1.071359376,0.000201262,0.00026607,
2,60,Alaska,Bristol Bay Borough,11,0,877,2060,917.61,0.955743726,58.731373,-156.98661,710231,235,0.000330878,662925.08,1.071359376,0.000312515,0.000321697,
2,68,Alaska,Denali Borough,11,0,2059,2068,12777,0.16114894,63.682732,-150.02671,710231,235,0.000330878,662925.08,1.071359376,0.000128326,0.000229602,
2,70,Alaska,Dillingham Census Area,11,0,5000,2070,20613.12,0.242563959,59.824816,-158.60223,710231,235,0.000330878,662925.08,1.071359376,0.00015744,0.000244159,
2,90,Alaska,Fairbanks North Star Borough,11,0,98971,2090,7443.68,13.29597726,64.690832,-146.59986,710231,235,0.000330878,662925.08,1.071359376,0.00116563,0.000748254,
2,100,Alaska,Haines Borough,11,0,2474,2100,2754.1,0.898297084,59.099905,-135.5781,710231,235,0.000330878,662925.08,1.071359376,0.000302978,0.000316928,
2,105,Alaska,Hoonah-Angoon Census Area,11,0,2151,2105,17500.23,0.12291267,58.076434,-135.1851,710231,235,0.000330878,662925.08,1.071359376,0.000112072,0.000221475,
2,110,Alaska,Juneau City and Borough,11,0,32113,2110,3081.12,10.4225087,58.3727,-134.17878,710231,235,0.000330878,662925.08,1.071359376,0.001032017,0.000681448,
2,122,Alaska,Kenai Peninsula Borough,11,0,58533,2122,21664.33,2.701814457,60.366373,-152.32197,710231,235,0.000330878,662925.08,1.071359376,0.000525446,0.000428162,
2,130,Alaska,Ketchikan Gateway Borough,11,0,13918,2130,1743.55,7.982564308,55.449938,-131.10668,710231,235,0.000330878,662925.08,1.071359376,0.000903175,0.000617027,
2,150,Alaska,Kodiak Island Borough,11,0,13345,2150,11845.9,1.126550114,57.553611,-153.63091,710231,235,0.000330878,662925.08,1.071359376,0.000339294,0.000335086,
2,164,Alaska,Lake and Peninsula Borough,11,0,1587,2164,29008.24,0.054708593,58.205065,-156.70518,710231,235,0.000330878,662925.08,1.071359376,7.47702E-05,0.000202824,
2,170,Alaska,Matanuska-Susitna Borough,11,0,107610,2170,25232.41,4.264753149,62.182174,-149.40797,710231,235,0.000330878,662925.08,1.071359376,0.000660158,0.000495518,
2,180,Alaska,Nome Census Area,11,0,10008,2180,28276.17,0.353937609,64.783686,-164.18891,710231,235,0.000330878,662925.08,1.071359376,0.00019018,0.000260529,
2,185,Alaska,North Slope Borough,11,0,9872,2185,93823.1,0.10521929,69.449343,-153.47283,710231,235,0.000330878,662925.08,1.071359376,0.000103693,0.000217285,
2,188,Alaska,Northwest Arctic Borough,11,0,7671,2188,40660.96,0.188657621,67.005066,-160.02108,710231,235,0.000330878,662925.08,1.071359376,0.000138847,0.000234863,
2,195,Alaska,Petersburg Borough,11,0,3221,2195,8973.77,0.358934985,56.639612,-133.52799,710231,235,0.000330878,662925.08,1.071359376,0.000191518,0.000261198,
2,198,Alaska,Prince of Wales-Hyder Census Area,11,0,6422,2198,12566.41,0.511044921,55.415683,-132.87573,710231,235,0.000330878,662925.08,1.071359376,0.000228523,0.000279701,
2,220,Alaska,Sitka City and Borough,11,0,8647,2220,4849.75,1.782978504,57.142509,-135.33262,710231,235,0.000330878,662925.08,1.071359376,0.000426848,0.000378863,
2,230,Alaska,Skagway Municipality,11,0,1148,2230,464,2.474137931,59.575097,-135.33541,710231,235,0.000330878,662925.08,1.071359376,0.00050282,0.000416849,
2,240,Alaska,Southeast Fairbanks Census Area,11,0,6918,2240,26235.44,0.263689117,63.864997,-143.21862,710231,235,0.000330878,662925.08,1.071359376,0.000164152,0.000247515,
2,261,Alaska,Valdez-Cordova Census Area,11,0,9164,2261,43515.67,0.210590806,61.34984,-145.02314,710231,235,0.000330878,662925.08,1.071359376,0.000146697,0.000238787,
2,275,Alaska,Wrangell City and Borough,11,0,2503,2275,3477,0.719873454,56.279121,-132.04032,710231,235,0.000330878,662925.08,1.071359376,0.000271224,0.000301051,
2,282,Alaska,Yakutat City and Borough,11,0,604,2282,9463,0.063827539,59.999083,-140.23959,710231,235,0.000330878,662925.08,1.071359376,8.07616E-05,0.00020582,
2,290,Alaska,Yukon-Koyukuk Census Area,11,0,5327,2290,158995.95,0.033503998,65.376131,-151.57685,710231,235,0.000330878,662925.08,1.071359376,5.85125E-05,0.000194695,
4,1,Arizona,Apache County,11,0,71818,4001,11219.17,6.401364807,35.385845,-109.49374,6392017,3018,0.000472151,114006.26,56.06724578,0.000159538,0.000315845,
4,3,Arizona,Cochise County,11,0,126770,4003,6219.32,20.38325733,31.881793,-109.75412,6392017,3018,0.000472151,114006.26,56.06724578,0.000284684,0.000378418,
4,5,Arizona,Coconino County,11,0,142854,4005,18662.57,7.654572762,35.829692,-111.77372,6392017,3018,0.000472151,114006.26,56.06724578,0.000174457,0.000323304,
4,7,Arizona,Gila County,11,0,53889,4007,4796.14,11.23591054,33.789618,-110.81187,6392017,3018,0.000472151,114006.26,56.06724578,0.000211364,0.000341758,
4,9,Arizona,Graham County,11,0,38072,4009,4641.47,8.202573754,32.931828,-109.87831,6392017,3018,0.000472151,114006.26,56.06724578,0.000180593,0.000326372,
4,11,Arizona,Greenlee County,11,0,9483,4011,1848.55,5.129966731,33.238872,-109.24232,6392017,3018,0.000472151,114006.26,56.06724578,0.000142818,0.000307485,
4,12,Arizona,La Paz County,11,0,21098,4012,4513.66,4.674255482,33.727625,-114.03879,6392017,3018,0.000472151,114006.26,56.06724578,0.000136327,0.000304239,
4,13,Arizona,Maricopa County,11,0,4410824,4013,9224.86,478.1453594,33.346541,-112.49553,6392017,3018,0.000472151,114006.26,56.06724578,0.001378817,0.000925484,
4,15,Arizona,Mohave County,11,0,209550,4015,13470.5,15.55621543,35.717705,-113.74968,6392017,3018,0.000472151,114006.26,56.06724578,0.000248702,0.000360427,
4,17,Arizona,Navajo County,11,0,110445,4017,9960.22,11.08861049,35.390934,-110.3209,6392017,3018,0.000472151,114006.26,56.06724578,0.000209974,0.000341063,
4,19,Arizona,Pima County,11,0,1039073,4019,9189.44,113.072505,32.128237,-111.78301,6392017,3018,0.000472151,114006.26,56.06724578,0.00067051,0.000571331,
4,21,Arizona,Pinal County,11,0,447138,4021,5374.49,83.1963591,32.91891,-111.36725,6392017,3018,0.000472151,114006.26,56.06724578,0.000575147,0.000523649,
4,23,Arizona,Santa Cruz County,11,0,46511,4023,1238.22,37.56279175,31.525904,-110.84519,6392017,3018,0.000472151,114006.26,56.06724578,0.000386461,0.000429306,
4,25,Arizona,Yavapai County,11,0,231993,4025,8128.33,28.54128708,34.630044,-112.57374,6392017,3018,0.000472151,114006.26,56.06724578,0.000336871,0.000404511,
4,27,Arizona,Yuma County,11,0,212128,4027,5519.32,38.4337201,32.773942,-113.9109,6392017,3018,0.000472151,114006.26,56.06724578,0.000390916,0.000431533,
5,1,Arkansas,Arkansas County,11,0,17769,5001,1033.85,17.18721285,34.289574,-91.376547,2915918,1146,0.000393015,53182.34,54.82868937,0.000220043,0.000306529,
5,3,Arkansas,Ashley County,11,0,20046,5003,939.16,21.34460582,33.190835,-91.772267,2915918,1146,0.000393015,53182.34,54.82868937,0.000245216,0.000319116,
5,5,Arkansas,Baxter County,11,0,41619,5005,586.78,70.92777532,36.28071,-92.330438,2915918,1146,0.000393015,53182.34,54.82868937,0.000447006,0.000420011,
5,7,Arkansas,Benton County,11,0,272608,5007,876.82,310.9053169,36.337825,-94.256187,2915918,1146,0.000393015,53182.34,54.82868937,0.000935878,0.000664447,
5,9,Arkansas,Boone County,11,0,37480,5009,601.86,62.27361845,36.304308,-93.079204,2915918,1146,0.000393015,53182.34,54.82868937,0.000418849,0.000405932,
5,11,Arkansas,Bradley County,11,0,10897,5011,654.43,16.65113152,33.463819,-92.168164,2915918,1146,0.000393015,53182.34,54.82868937,0.000216584,0.0003048,
5,13,Arkansas,Calhoun County,11,0,5277,5013,632.59,8.341896015,33.56046,-92.513879,2915918,1146,0.000393015,53182.34,54.82868937,0.000153298,0.000273157,
5,15,Arkansas,Carroll County,11,0,28223,5015,642.33,43.93847399,36.337774,-93.541663,2915918,1146,0.000393015,53182.34,54.82868937,0.000351826,0.000372421,
5,17,Arkansas,Chicot County,11,0,10438,5017,690.93,15.10717439,33.267139,-91.297158,2915918,1146,0.000393015,53182.34,54.82868937,0.000206299,0.000299657,
5,19,Arkansas,Clark County,11,0,22061,5019,882.68,24.99320252,34.053312,-93.176205,2915918,1146,0.000393015,53182.34,54.82868937,0.000265348,0.000329182,
5,21,Arkansas,Clay County,11,0,14847,5021,641.47,23.14527569,36.367302,-90.418704,2915918,1146,0.000393015,53182.34,54.82868937,0.00025535,0.000324183,
5,23,Arkansas,Cleburne County,11,0,24965,5023,591.95,42.17417012,35.566288,-92.059974,2915918,1146,0.000393015,53182.34,54.82868937,0.00034469,0.000368853,
5,25,Arkansas,Cleveland County,11,0,8018,5025,598.84,13.38921916,33.893201,-92.188714,2915918,1146,0.000393015,53182.34,54.82868937,0.000194215,0.000293615,
5,27,Arkansas,Columbia County,11,0,23537,5027,766.94,30.68949331,33.21507,-93.226901,2915918,1146,0.000393015,53182.34,54.82868937,0.000294036,0.000343525,
5,29,Arkansas,Conway County,11,0,20891,5029,566.71,36.8636516,35.265702,-92.689248,2915918,1146,0.000393015,53182.34,54.82868937,0.000322259,0.000357637,
5,31,Arkansas,Craighead County,11,0,108558,5031,713.03,152.2488535,35.828268,-90.630411,2915918,1146,0.000393015,53182.34,54.82868937,0.000654911,0.000523963,
5,33,Arkansas,Crawford County,11,0,63406,5033,604.24,104.9351251,35.583041,-94.236224,2915918,1146,0.000393015,53182.34,54.82868937,0.000543708,0.000468362,
5,35,Arkansas,Crittenden County,11,0,48342,5035,636.73,75.92229045,35.211878,-90.315331,2915918,1146,0.000393015,53182.34,54.82868937,0.000462477,0.000427746,
5,37,Arkansas,Cross County,11,0,16676,5037,622.38,26.79392011,35.291259,-90.773894,2915918,1146,0.000393015,53182.34,54.82868937,0.000274741,0.000333878,
5,39,Arkansas,Dallas County,11,0,7182,5039,668.21,10.74811811,33.967823,-92.653999,2915918,1146,0.000393015,53182.34,54.82868937,0.000174009,0.000283512,
5,41,Arkansas,Desha County,11,0,11512,5041,819.57,14.04639018,33.828748,-91.244427,2915918,1146,0.000393015,53182.34,54.82868937,0.000198924,0.00029597,
5,43,Arkansas,Drew County,11,0,18328,5043,835.71,21.93105264,33.587242,-91.722778,2915918,1146,0.000393015,53182.34,54.82868937,0.000248562,0.000320789,
5,45,Arkansas,Faulkner County,11,0,124806,5045,664.05,187.9466908,35.146356,-92.324654,2915918,1146,0.000393015,53182.34,54.82868937,0.00072765,0.000560333,
5,47,Arkansas,Franklin County,11,0,17810,5047,619.72,28.73878526,35.508573,-93.887672,2915918,1146,0.000393015,53182.34,54.82868937,0.000284538,0.000338776,
5,49,Arkansas,Fulton County,11,0,12269,5049,620.36,19.77722613,36.383443,-91.819239,2915918,1146,0.000393015,53182.34,54.82868937,0.000236041,0.000314528,
5,51,Arkansas,Garland County,11,0,99154,5051,734.61,134.9750208,34.578861,-93.146915,2915918,1146,0.000393015,53182.34,54.82868937,0.000616641,0.000504828,
5,53,Arkansas,Grant County,11,0,18188,5053,633.06,28.73029413,34.288063,-92.423984,2915918,1146,0.000393015,53182.34,54.82868937,0.000284496,0.000338755,
5,55,Arkansas,Greene County,11,0,45325,5055,579.69,78.18834204,36.119922,-90.565241,2915918,1146,0.000393015,53182.34,54.82868937,0.000469328,0.000431172,
5,57,Arkansas,Hempstead County,11,0,21741,5057,741.42,29.32346039,33.728611,-93.665809,2915918,1146,0.000393015,53182.34,54.82868937,0.000287417,0.000340216,
5,59,Arkansas,Hot Spring County,11,0,33701,5059,622.2,54.16425587,34.315177,-92.944147,2915918,1146,0.000393015,53182.34,54.82868937,0.000390627,0.000391821,
5,61,Arkansas,Howard County,11,0,13341,5061,595.24,22.41280828,34.083179,-93.990988,2915918,1146,0.000393015,53182.34,54.82868937,0.000251277,0.000322146,
5,63,Arkansas,Independence County,11,0,37678,5063,771.64,48.82846923,35.737499,-91.559942,2915918,1146,0.000393015,53182.34,54.82868937,0.000370887,0.000381951,
5,65,Arkansas,Izard County,11,0,13593,5065,584.07,23.27289537,36.094879,-91.913625,2915918,1146,0.000393015,53182.34,54.82868937,0.000256053,0.000324534,
5,67,Arkansas,Jackson County,11,0,16811,5067,641.5,26.20576773,35.596605,-91.223178,2915918,1146,0.000393015,53182.34,54.82868937,0.000271709,0.000332362,
5,69,Arkansas,Jefferson County,11,0,68114,5069,913.75,74.54336525,34.277696,-91.930701,2915918,1146,0.000393015,53182.34,54.82868937,0.000458258,0.000425636,
5,71,Arkansas,Johnson County,11,0,26742,5071,682.78,39.16634934,35.573359,-93.466322,2915918,1146,0.000393015,53182.34,54.82868937,0.000332171,0.000362593,
5,73,Arkansas,Lafayette County,11,0,6682,5073,545.11,12.25807635,33.24066,-93.611643,2915918,1146,0.000393015,53182.34,54.82868937,0.00018583,0.000289423,
5,75,Arkansas,Lawrence County,11,0,16434,5075,592.39,27.74185925,36.041098,-91.101153,2915918,1146,0.000393015,53182.34,54.82868937,0.000279559,0.000336287,
5,77,Arkansas,Lee County,11,0,8985,5077,619.5,14.50363196,34.77975,-90.779288,2915918,1146,0.000393015,53182.34,54.82868937,0.000202136,0.000297576,
5,79,Arkansas,Lincoln County,11,0,13383,5079,572.21,23.38826655,33.957665,-91.727624,2915918,1146,0.000393015,53182.34,54.82868937,0.000256687,0.000324851,
5,81,Arkansas,Little River County,11,0,12326,5081,564.9,21.81979111,33.699497,-94.229774,2915918,1146,0.000393015,53182.34,54.82868937,0.000247931,0.000320473,
5,83,Arkansas,Logan County,11,0,21737,5083,731.55,29.71362176,35.21855,-93.720563,2915918,1146,0.000393015,53182.34,54.82868937,0.000289323,0.000341169,
5,85,Arkansas,Lonoke County,11,0,73657,5085,802.48,91.7867112,34.755114,-91.894132,2915918,1146,0.000393015,53182.34,54.82868937,0.000508505,0.00045076,
5,87,Arkansas,Madison County,11,0,16481,5087,837.13,19.68750373,36.012545,-93.724053,2915918,1146,0.000393015,53182.34,54.82868937,0.000235505,0.00031426,
5,89,Arkansas,Marion County,11,0,16722,5089,640.38,26.11262063,36.266656,-92.678588,2915918,1146,0.000393015,53182.34,54.82868937,0.000271226,0.00033212,
5,91,Arkansas,Miller County,11,0,43592,5091,637.53,68.37639013,33.305505,-93.901509,2915918,1146,0.000393015,53182.34,54.82868937,0.000438893,0.000415954,
5,93,Arkansas,Mississippi County,11,0,41239,5093,919.8,44.83474668,35.766943,-90.052209,2915918,1146,0.000393015,53182.34,54.82868937,0.000355396,0.000374206,
5,95,Arkansas,Monroe County,11,0,6900,5095,621.46,11.10288675,34.679513,-91.203314,2915918,1146,0.000393015,53182.34,54.82868937,0.000176857,0.000284936,
5,97,Arkansas,Montgomery County,11,0,8924,5097,800.34,11.15026114,34.545652,-93.664147,2915918,1146,0.000393015,53182.34,54.82868937,0.000177234,0.000285125,
5,99,Arkansas,Nevada County,11,0,8326,5099,620.83,13.41107872,33.666699,-93.305072,2915918,1146,0.000393015,53182.34,54.82868937,0.000194374,0.000293694,
5,101,Arkansas,Newton County,11,0,7805,5101,823.24,9.480831835,35.910063,-93.215084,2915918,1146,0.000393015,53182.34,54.82868937,0.000163429,0.000278222,
5,103,Arkansas,Ouachita County,11,0,23606,5103,739.7,31.91293768,33.591158,-92.878418,2915918,1146,0.000393015,53182.34,54.82868937,0.000299839,0.000346427,
5,105,Arkansas,Perry County,11,0,10352,5105,560.51,18.4688944,34.946363,-92.926877,2915918,1146,0.000393015,53182.34,54.82868937,0.0002281,0.000310558,
